-8.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00
-7.940000000000000391e+00,-5.679999999999999716e+00,1.000000000000000021e-02
-7.874200000000000088e+00,-5.364399999999999835e+00,2.000000000000000042e-02
-7.802745999999999960e+00,-5.053271999999999764e+00,2.999999999999999889e-02
-7.725783980000000106e+00,-4.746684359999999714e+00,4.000000000000000083e-02
-7.453592452999999729e+00,-4.700208777999999477e+00,5.000000000000000278e-02
-7.185052352909999662e+00,-4.651243658639999445e+00,6.000000000000000472e-02
-6.920176956208099917e+00,-4.599837963875899050e+00,7.000000000000000666e-02
-6.658978427368500874e+00,-4.546040543618600438e+00,8.000000000000000167e-02
-6.401467832222444088e+00,-4.489900125174192347e+00,8.999999999999999667e-02
-6.147655151396735462e+00,-4.431465302870545742e+00,9.999999999999999167e-02
-5.897549293825357530e+00,-4.370784527870160474e+00,1.099999999999999867e-01
-5.651158110329700612e+00,-4.307906098169063114e+00,1.199999999999999817e-01
-5.408488407263022602e+00,-4.242878148781514369e+00,1.299999999999999767e-01
-5.169545960214762204e+00,-4.175748642110237441e+00,1.399999999999999856e-01
-4.934335527770409513e+00,-4.106565358501834240e+00,1.499999999999999944e-01
-4.702860865322668893e+00,-4.035375886987028871e+00,1.600000000000000033e-01
-4.475124738929701529e+00,-3.962227616205320491e+00,1.700000000000000122e-01
-4.251128939216298086e+00,-3.887167725513590799e+00,1.800000000000000211e-01
-4.030874295313862987e+00,-3.810243176278185651e+00,1.900000000000000300e-01
-3.815003610240061516e+00,-3.732143624754834299e+00,2.000000000000000389e-01
-3.610011423444130507e+00,-3.659433664535026942e+00,2.100000000000000477e-01
-3.339828577149600797e+00,-3.608075504496235375e+00,2.200000000000000566e-01
-3.098717951794595749e+00,-3.579425705500804966e+00,2.300000000000000655e-01
-2.862530480320225390e+00,-3.550793160050889963e+00,2.400000000000000744e-01
-2.630056780141284190e+00,-3.521043109279041960e+00,2.500000000000000555e-01
-2.401607701053001698e+00,-3.490491821810435713e+00,2.600000000000000644e-01
-2.177328192786622374e+00,-3.459308561041321006e+00,2.700000000000000733e-01
-1.957541600210924271e+00,-3.427850776604281613e+00,2.800000000000000822e-01
-1.742412449831553412e+00,-3.396338035175267223e+00,2.900000000000000910e-01
-1.531943994399079578e+00,-3.364840978073153632e+00,3.000000000000000999e-01
-1.326080348874147274e+00,-3.333374336477499256e+00,3.100000000000001088e-01
-1.124493918798051606e+00,-3.301680956776003040e+00,3.200000000000001177e-01
-9.268835873646191770e-01,-3.269513677179461730e+00,3.300000000000001266e-01
-7.330314284558130389e-01,-3.236692887554200482e+00,3.400000000000001354e-01
-5.432553484032560664e-01,-3.203563458868419644e+00,3.500000000000001443e-01
-3.575275961071847086e-01,-3.170144892447475993e+00,3.600000000000001532e-01
-1.756959338513740254e-01,-3.136332664293409511e+00,3.700000000000001621e-01
2.470011450875025938e-03,-3.101937127892134605e+00,3.800000000000001710e-01
1.776873497232355770e-01,-3.066269910203156979e+00,3.900000000000001799e-01
