-8.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00
-8.006504916821109319e+00,-5.746504916821109532e+00,1.000000000000000021e-02
-8.007499622308674958e+00,-5.495039425635830810e+00,2.000000000000000042e-02
-8.004110984026398867e+00,-5.246724608361392761e+00,2.999999999999999889e-02
-7.995984094363291383e+00,-5.001154870607178893e+00,4.000000000000000083e-02
-7.982613080003701178e+00,-4.757789369185740469e+00,5.000000000000000278e-02
-7.748421700940519408e+00,-4.754617092260418509e+00,6.000000000000000472e-02
-7.513035173153087776e+00,-4.745518254875703335e+00,7.000000000000000666e-02
-7.275987680399952140e+00,-4.729914239408765653e+00,8.000000000000000167e-02
-7.037293450420899710e+00,-4.707688476628843155e+00,8.999999999999999667e-02
-6.797835317958242030e+00,-4.679591540324036458e+00,9.999999999999999167e-02
-6.559806033882053633e+00,-4.647712835711873325e+00,1.099999999999999867e-01
-6.323071268449035109e+00,-4.611889883492174214e+00,1.199999999999999817e-01
-6.086450300061916785e+00,-4.570908688726419200e+00,1.299999999999999767e-01
-5.849770710609115021e+00,-4.524521735605752326e+00,1.399999999999999856e-01
-5.611946215430322127e+00,-4.471560480673228533e+00,1.499999999999999944e-01
-5.382726718343385564e+00,-4.421653315104996373e+00,1.600000000000000033e-01
-5.175718579790486551e+00,-4.388624510645540155e+00,1.700000000000000122e-01
-4.970563092282116457e+00,-4.352812762392662904e+00,1.800000000000000211e-01
-4.769218467869719369e+00,-4.316171591261798390e+00,1.900000000000000300e-01
-4.572325002884847223e+00,-4.279405069503247283e+00,2.000000000000000389e-01
-4.380058377538745162e+00,-4.242776020257390535e+00,2.100000000000000477e-01
-4.191990215132680220e+00,-4.205950665705961100e+00,2.200000000000000566e-01
-3.902891045585295871e+00,-4.168999129342335408e+00,2.300000000000000655e-01
-3.620120347115157511e+00,-4.132376757376381882e+00,2.400000000000000744e-01
-3.344089408657521911e+00,-4.096604578207410974e+00,2.500000000000000555e-01
-3.074237659135275358e+00,-4.061261375834360976e+00,2.600000000000000644e-01
-2.810718468715222684e+00,-4.026612512213883832e+00,2.700000000000000733e-01
-2.553006946930727050e+00,-3.992259330509741133e+00,2.800000000000000822e-01
-2.300988454892335167e+00,-3.958187612548248246e+00,2.900000000000000910e-01
-2.052906356325128634e+00,-3.922738783369098314e+00,3.000000000000000999e-01
-1.808241498184588680e+00,-3.885390765825044834e+00,3.100000000000001088e-01
-1.567599762197212421e+00,-3.846715236772564328e+00,3.200000000000001177e-01
-1.330211034657027502e+00,-3.805942691320102877e+00,3.300000000000001266e-01
-1.096173168962566891e+00,-3.763125412254902269e+00,3.400000000000001354e-01
-8.655433252045532377e-01,-3.718278809582797884e+00,3.500000000000001443e-01
-6.382879355529746945e-01,-3.671329116240513724e+00,3.600000000000001532e-01
-4.141831202635491982e-01,-3.622008430215205799e+00,3.700000000000001621e-01
-1.931224660457030451e-01,-3.570150902160997397e+00,3.800000000000001710e-01
2.472649949724697871e-02,-3.515855564205977668e+00,3.900000000000001799e-01
2.392828761594718856e-01,-3.459141790440563025e+00,4.000000000000001887e-01
4.503832244207204849e-01,-3.400113579606747649e+00,4.100000000000001976e-01
6.575188680050854106e-01,-3.339227298738375538e+00,4.200000000000002065e-01
8.601456607813844357e-01,-3.277002951385227014e+00,4.300000000000002154e-01
1.058459329862345255e+00,-3.213252230204880711e+00,4.400000000000002243e-01
1.253281257437786511e+00,-3.147149763040723691e+00,4.500000000000002331e-01
1.444929203788704486e+00,-3.078324337165071700e+00,4.600000000000002420e-01
1.631531758509788599e+00,-3.008572439559585199e+00,4.700000000000002509e-01
1.812772563334519305e+00,-2.938244418137388791e+00,4.800000000000002598e-01
1.991450162489520448e+00,-2.864596229348552292e+00,4.900000000000002687e-01
2.164656892182116543e+00,-2.790424577539297957e+00,5.000000000000002220e-01
2.332055010406741236e+00,-2.716125711921209884e+00,5.100000000000002309e-01
2.494400898259011790e+00,-2.641024655949292921e+00,5.200000000000002398e-01
2.653419777440835681e+00,-2.563435872811302030e+00,5.300000000000002487e-01
2.808106337808864428e+00,-2.484302630058169203e+00,5.400000000000002576e-01
2.953952771833781021e+00,-2.408128219318737440e+00,5.500000000000002665e-01
3.091731983470315193e+00,-2.334405485974039518e+00,5.600000000000002753e-01
3.223552960636293818e+00,-2.261256775924837648e+00,5.700000000000002842e-01
3.349849805203970021e+00,-2.188363191864234558e+00,5.800000000000002931e-01
3.470542303663977091e+00,-2.115899289960058383e+00,5.900000000000003020e-01
3.581752719482626190e+00,-2.047846207634652416e+00,6.000000000000003109e-01
3.677826588883049475e+00,-1.990199126785549000e+00,6.100000000000003197e-01
3.636901087846794667e+00,-1.900887838887456605e+00,6.200000000000003286e-01
3.576294916558113712e+00,-1.833378099151859342e+00,6.300000000000003375e-01
3.509151562917935951e+00,-1.774898824303775324e+00,6.400000000000003464e-01
3.440150529808334134e+00,-1.720876322282801185e+00,6.500000000000003553e-01
3.369983174082614052e+00,-1.670630398891443269e+00,6.600000000000003642e-01
3.301439778130835112e+00,-1.621367995631829206e+00,6.700000000000003730e-01
3.235920187471685416e+00,-1.571630712990735645e+00,6.800000000000003819e-01
3.174439825161653239e+00,-1.520317162546710010e+00,6.900000000000003908e-01
3.117300833688751993e+00,-1.467019787639294748e+00,7.000000000000003997e-01
3.062480062880983844e+00,-1.413651335560007549e+00,7.100000000000004086e-01
3.009285797022057007e+00,-1.360834686176904729e+00,7.200000000000004174e-01
2.957396642531751496e+00,-1.308836919894779571e+00,7.300000000000004263e-01
2.907096942976993947e+00,-1.257326350974636631e+00,7.400000000000004352e-01
2.858181418894055525e+00,-1.206455703258518808e+00,7.500000000000004441e-01
2.810537229115023017e+00,-1.156289893438144256e+00,7.600000000000004530e-01
2.763527347848064419e+00,-1.107420758897270652e+00,7.700000000000004619e-01
2.717037292768171408e+00,-1.059930785952748922e+00,7.800000000000004707e-01
2.670729416495456476e+00,-1.014128235582891335e+00,7.900000000000004796e-01
2.624597433499134880e+00,-9.699970537285204086e-01,8.000000000000004885e-01
2.578325865731889710e+00,-9.278307279535060736e-01,8.100000000000004974e-01
2.532187875475139904e+00,-8.873406349587641406e-01,8.200000000000005063e-01
2.487251947529668605e+00,-8.474375202903937643e-01,8.300000000000005151e-01
2.443232243746519483e+00,-8.083652904447486964e-01,8.400000000000005240e-01
2.400280970709175232e+00,-7.699359432652500557e-01,8.500000000000005329e-01
2.358661346038461115e+00,-7.318477793820362676e-01,8.600000000000005418e-01
2.318187497843831935e+00,-6.942433094016913220e-01,8.700000000000005507e-01
2.278407782577803964e+00,-6.575349666383873970e-01,8.800000000000005596e-01
2.239532406975033307e+00,-6.214827590974399962e-01,8.900000000000005684e-01
2.201487628145434527e+00,-5.861267381268132626e-01,9.000000000000005773e-01
2.164365784717699359e+00,-5.513426853289173923e-01,9.100000000000005862e-01
2.127505605671309308e+00,-5.177584639804871935e-01,9.200000000000005951e-01
2.091047408362967541e+00,-4.852139084788846257e-01,9.300000000000006040e-01
2.055318678124122389e+00,-4.533590773820517783e-01,9.400000000000006128e-01
2.020036936667375826e+00,-4.224476677212540832e-01,9.500000000000006217e-01
